80080060,bootproc
80132338,Entrance_GetSceneNumAbsolute
80132374,Entrance_GetSpawnNum
801323A0,Entrance_GetTransitionFlags
801323D0,func_801323D0
80132428,func_80132428
80132494,func_80132494
801326B8,func_801326B8
801328F0,func_801328F0
80132920,func_80132920
80132938,func_80132938
80132954,func_80132954
8013296C,func_8013296C
80132A18,func_80132A18
80132A3C,func_80132A3C
80132A80,func_80132A80
80132AD8,func_80132AD8
80132B24,func_80132B24
80132B84,func_80132B84
80132D70,func_80132D70
80132E9C,func_80132E9C
80132FDC,func_80132FDC
80133000,func_80133000
80133038,func_80133038
801330E0,SkelAnime_DrawLimbLod
801332F0,SkelAnime_DrawLod
801334A0,SkelAnime_DrawFlexLimbLod
80133710,SkelAnime_DrawFlexLod
80133948,SkelAnime_DrawLimbOpa
80133B3C,SkelAnime_DrawOpa
80133CDC,SkelAnime_DrawFlexLimbOpa
80133F28,SkelAnime_DrawFlexOpa
80134148,SkelAnime_DrawTransformFlexLimbOpa
801343C0,SkelAnime_DrawTransformFlexOpa
80134600,SkelAnime_GetFrameData
80134724,Animation_GetLength
80134748,Animation_GetLastFrame
80134774,SkelAnime_DrawLimb
80134990,SkelAnime_Draw
80134B54,SkelAnime_DrawFlexLimb
80134DBC,SkelAnime_DrawFlex
80134FFC,SkelAnime_GetFrameDataLegacy
801353D4,Animation_GetLimbCount2
801353F8,Animation_GetLength2
8013541C,Animation_GetLastFrame2
80135448,SkelAnime_InterpFrameTable
801358C8,AnimationContext_Reset
801358D4,AnimationContext_SetNextQueue
801358F4,AnimationContext_DisableQueue
8013591C,AnimationContext_AddEntry
80135954,AnimationContext_SetLoadFrame
80135A28,AnimationContext_SetCopyAll
80135A90,AnimationContext_SetInterp
80135B00,AnimationContext_SetCopyTrue
80135B70,AnimationContext_SetCopyFalse
80135BE0,AnimationContext_SetMoveActor
80135C3C,AnimationContext_LoadFrame
80135C6C,AnimationContext_CopyAll
80135CDC,AnimationContext_Interp
80135D38,AnimationContext_CopyTrue
80135DB8,AnimationContext_CopyFalse
80135E3C,AnimationContext_MoveActor
80135EE8,AnimationContext_Update
80135F88,SkelAnime_InitLink
801360A8,LinkAnimation_SetUpdateFunction
801360E0,LinkAnimation_Update
80136104,LinkAnimation_Morph
801361BC,LinkAnimation_AnimateFrame
80136288,LinkAnimation_Loop
8013631C,LinkAnimation_Once
801363F0,Animation_SetMorph
80136414,LinkAnimation_Change
8013658C,LinkAnimation_PlayOnce
801365EC,LinkAnimation_PlayOnceSetSpeed
80136650,LinkAnimation_PlayLoop
801366AC,LinkAnimation_PlayLoopSetSpeed
8013670C,LinkAnimation_CopyJointToMorph
8013673C,LinkAnimation_CopyMorphToJoint
8013676C,LinkAnimation_LoadToMorph
801367B0,LinkAnimation_LoadToJoint
801367F4,LinkAnimation_InterpJointMorph
8013682C,LinkAnimation_BlendToJoint
801368CC,LinkAnimation_BlendToMorph
8013696C,LinkAnimation_EndLoop
80136990,Animation_OnFrameImpl
80136A48,LinkAnimation_OnFrame
80136A7C,SkelAnime_Init
80136B30,SkelAnime_InitFlex
80136BEC,SkelAnime_InitSkin
80136C84,SkelAnime_SetUpdate
80136CD0,SkelAnime_Update
80136CF4,SkelAnime_Morph
80136D98,SkelAnime_MorphTaper
80136F04,SkelAnime_AnimateFrame
8013702C,SkelAnime_LoopFull
801370B0,SkelAnime_LoopPartial
8013713C,SkelAnime_Once
8013722C,Animation_ChangeImpl
801373E8,Animation_Change
80137430,Animation_PlayOnce
80137488,Animation_MorphToPlayOnce
801374E4,Animation_PlayOnceSetSpeed
80137540,Animation_PlayLoop
80137594,Animation_MorphToLoop
801375CC,Animation_PlayLoopSetSpeed
80137624,Animation_EndLoop
80137650,Animation_Reverse
80137674,SkelAnime_CopyFrameTableTrue
801376DC,SkelAnime_CopyFrameTableFalse
80137748,SkelAnime_UpdateTranslation
801378B8,Animation_OnFrame
801378E0,SkelAnime_Free
8013792C,SkelAnime_CopyFrameTable
80137970,func_80137970
80137B34,func_80137B34
80137EBC,func_80137EBC
80137F58,func_80137F58
80138050,func_80138050
80138228,func_80138228
80138258,func_80138258
8013828C,func_8013828C
801382C4,func_801382C4
80138300,func_80138300
8013835C,func_8013835C
80138410,func_80138410
80138424,func_80138424
8013859C,func_8013859C
80138700,func_80138700
801387D4,func_801387D4
801388E4,func_801388E4
80138BA0,SkinMatrix_Vec3fMtxFMultXYZW
80138C88,SkinMatrix_Vec3fMtxFMultXYZ
80138D38,SkinMatrix_MtxFMtxFMult
80139094,SkinMatrix_GetClear
801390A8,SkinMatrix_Clear
80139100,SkinMatrix_MtxFCopy
80139188,SkinMatrix_Invert
80139428,SkinMatrix_SetScale
8013948C,SkinMatrix_SetRotateRPY
8013961C,SkinMatrix_SetRotateYRP
801397AC,SkinMatrix_SetTranslate
80139810,SkinMatrix_SetScaleRotateRPYTranslate
80139894,SkinMatrix_SetScaleRotateYRPTranslate
80139918,SkinMatrix_SetRotateRPYTranslate
80139978,SkinMatrix_Vec3fToVec3s
801399BC,SkinMatrix_Vec3sToVec3f
80139A00,SkinMatrix_MtxFToMtx
80139C18,SkinMatrix_MtxFToNewMtx
80139C60,SkinMatrix_SetRotateAroundVec
80139DD0,SkinMatrix_SetXRotation
80139E98,SkinMatrix_MulXRotation
80139FA0,SkinMatrix_SetYRotation
8013A068,SkinMatrix_MulYRotation
8013A174,SkinMatrix_SetZRotation
8013A240,func_8013A240
8013A41C,func_8013A41C
8013A46C,func_8013A46C
8013A4C4,func_8013A4C4
8013A504,func_8013A504
8013A530,func_8013A530
8013A7C0,SubS_FindDoor
8013A860,SubS_DrawTransformFlexLimb
8013AB00,SubS_DrawTransformFlex
8013AD6C,func_8013AD6C
8013AD9C,func_8013AD9C
8013AED4,SubS_UpdateFlags
8013AF00,func_8013AF00
8013B010,func_8013B010
8013B0C8,func_8013B0C8
8013B350,func_8013B350
8013B6B0,func_8013B6B0
8013B878,func_8013B878
8013BB34,func_8013BB34
8013BB7C,SubS_FindNearestActor
8013BC6C,SubS_ChangeAnimationByInfoS
8013BD40,func_8013BD40
8013BEDC,func_8013BEDC
8013C068,func_8013C068
8013C624,func_8013C624
8013C8B8,func_8013C8B8
8013C964,func_8013C964
8013CC2C,func_8013CC2C
8013CD64,func_8013CD64
8013CF04,func_8013CF04
8013D0E0,func_8013D0E0
8013D2E0,func_8013D2E0
8013D5E8,SubS_AngleDiffLessEqual
8013D648,func_8013D648
8013D68C,func_8013D68C
8013D720,func_8013D720
8013D768,func_8013D768
8013D83C,func_8013D83C
8013D8DC,SubS_IsObjectLoaded
8013D924,SubS_GetObjectIndex
8013D960,SubS_FindActor
8013D9C8,SubS_FillLimbRotTables
8013DB90,func_8013DB90
8013DC40,func_8013DC40
8013DCCC,func_8013DCCC
8013DCE0,func_8013DCE0
8013DE04,func_8013DE04
8013DF3C,func_8013DF3C
8013E054,func_8013E054
8013E07C,func_8013E07C
8013E0A4,func_8013E0A4
8013E1C8,SubS_ChangeAnimationBySpeedInfo
8013E2D4,SubS_StartActorCutscene
8013E3B8,SubS_FillCutscenesList
8013E4B0,func_8013E4B0
8013E5CC,func_8013E5CC
8013E640,SubS_FindActorCustom
8013E748,func_8013E748
8013E7C0,func_8013E7C0
8013E8F8,func_8013E8F8
8013E950,func_8013E950
8013EC10,func_8013EC10
8013EC44,func_8013EC44
8013ECE0,func_8013ECE0
8013ED9C,func_8013ED9C
8013EDD0,func_8013EDD0
8013EE04,func_8013EE04
8013EE24,func_8013EE24
8013EE38,func_8013EE38
8013EE48,func_8013EE48
8013EE60,View_ViewportToVp
8013EEF4,View_Init
8013EF9C,View_SetViewOrientation
8013F050,func_8013F050
8013F0A0,View_SetScale
8013F0C0,View_GetScale
8013F0D0,View_SetPerspective
8013F100,func_8013F100
8013F120,func_8013F120
8013F15C,func_8013F15C
8013F17C,View_SetViewport
8013F1B0,View_GetViewport
8013F1D8,View_WriteScissor
8013F28C,View_SyncAndWriteScissor
8013F2F8,View_SetScissorForLetterbox
8013F3F8,View_SetDistortionDirRot
8013F420,View_SetDistortionScale
8013F448,View_SetDistortionSpeed
8013F45C,View_InitDistortion
8013F4C0,View_ClearDistortion
8013F4F4,View_SetDistortion
8013F54C,View_StepDistortion
8013F6FC,View_Apply
8013F748,View_RenderToPerspectiveMatrix
8013FA1C,View_RenderToOrthographicMatrix
8013FBC8,func_8013FBC8
8013FD74,func_8013FD74
80140024,View_UpdateViewingMatrix
801400CC,func_801400CC
80140260,func_80140260
8014026C,func_8014026C
80140730,func_80140730
80140810,func_80140810
80140898,func_80140898
80140900,func_80140900
8014090C,func_8014090C
80140970,func_80140970
80140CE0,func_80140CE0
80140D04,func_80140D04
80140D10,func_80140D10
80140E80,func_80140E80
80140EA0,func_80140EA0
80140EAC,func_80140EAC
80141008,func_80141008
8014116C,func_8014116C
801411B4,func_801411B4
80141200,func_80141200
8014151C,func_8014151C
80141678,func_80141678
80141778,func_80141778
801418B0,func_801418B0
80141900,func_80141900
80141924,func_80141924
80141C34,func_80141C34
80141E60,VisMono_Draw
8014204C,func_8014204C
801420C0,func_801420C0
801420F4,func_801420F4
80142100,func_80142100
80142440,func_80142440
80143148,func_80143148
801431E8,func_801431E8
80143324,func_80143324
801434E4,func_801434E4
801435A0,Skybox_UpdateMatrix
80143624,SkyboxDraw_SetColors
80143668,SkyboxDraw_Draw
80143A04,SkyboxDraw_Noop
80143A10,Sram_ActivateOwl
80143A54,Sram_ClearHighscores
80143AC4,Sram_ClearFlagsAtDawnOfTheFirstDay
80143B0C,Sram_SaveEndOfCycle
80144574,Sram_IncrementDay
801445E4,Sram_CalcChecksum
80144628,Sram_ResetSave
80144684,Sram_GenerateRandomSaveFields
80144890,Sram_InitNewSave
80144968,Sram_InitDebugSave
80144A94,func_80144A94
80144E78,Sram_OpenSave
8014546C,func_8014546C
80145698,func_80145698
801457CC,func_801457CC
80146580,Sram_EraseSave
80146628,Sram_CopySave
80146AA0,Sram_InitSave
80146DF8,Sram_WriteSaveOptionsToBuffer
80146E40,Sram_InitSram
80146E70,Sram_Alloc
80146EBC,Sram_SyncWriteToFlash
80146EE8,Sram_SaveSpecialEnterClockTown
80146F5C,Sram_SaveSpecialNewDay
80147008,Sram_SetFlashPagesDefault
80147020,Sram_StartWriteToFlashDefault
80147068,Sram_UpdateWriteToFlashDefault
80147138,Sram_SetFlashPagesOwlSave
80147150,Sram_StartWriteToFlashOwlSave
80147198,Sram_UpdateWriteToFlashOwlSave
80147314,func_80147314
80147414,func_80147414
8014750C,Sram_nop8014750C
80147520,func_80147520
80147564,func_80147564
80147624,Message_ShouldAdvance
80147734,Message_ShouldAdvanceSilent
801477B4,Message_CloseTextbox
80147818,func_80147818
80147F18,func_80147F18
80148558,func_80148558
80148B98,func_80148B98
80148CBC,func_80148CBC
80148D64,func_80148D64
80149048,func_80149048
801491DC,func_801491DC
80149454,func_80149454
801496C8,func_801496C8
8014995C,func_8014995C
80149C18,func_80149C18
80149EBC,func_80149EBC
80149F74,func_80149F74
8014AAD0,func_8014AAD0
8014ADBC,func_8014ADBC
8014C70C,func_8014C70C
8014CC14,func_8014CC14
8014CCB4,func_8014CCB4
8014CDF0,func_8014CDF0
8014CFDC,func_8014CFDC
8014D304,func_8014D304
8014D62C,func_8014D62C
8014D7B4,func_8014D7B4
80150A84,func_80150A84
80150D08,func_80150D08
801514B0,func_801514B0
801518B0,func_801518B0
80151938,func_80151938
80151A68,func_80151A68
80151BB4,func_80151BB4
80151C9C,func_80151C9C
80151DA4,func_80151DA4
80152434,func_80152434
80152464,func_80152464
80152498,Message_GetState
8015268C,func_8015268C
80152C64,func_80152C64
80152CAC,func_80152CAC
80152EC0,func_80152EC0
80152FB8,func_80152FB8
80153750,func_80153750
80153E7C,func_80153E7C
80153EF0,func_80153EF0
801541D4,func_801541D4
80156758,func_80156758
8015680C,func_8015680C
801586A4,func_801586A4
801586D4,Message_Init
801588D0,func_801588D0
80158988,func_80158988
80158A24,func_80158A24
80158C04,func_80158C04
80158D98,func_80158D98
80158FB0,func_80158FB0
8015926C,func_8015926C
80159438,func_80159438
8015966C,func_8015966C
8015B198,func_8015B198
8015E750,func_8015E750
8015E7EC,func_8015E7EC
8015F8A8,func_8015F8A8
80160A90,func_80160A90
80160AF8,func_80160AF8
80160B40,func_80160B40
80160B80,func_80160B80
80160BC0,func_80160BC0
80160C00,ShrinkWindow_SetLetterboxTarget
80160C14,ShrinkWindow_GetLetterboxTarget
80160C28,ShrinkWindow_SetLetterboxMagnitude
80160C3C,ShrinkWindow_GetLetterboxMagnitude
80160C50,ShrinkWindow_SetPillarboxTarget
80160C64,ShrinkWindow_GetPillarboxTarget
80160C78,ShrinkWindow_SetPillarboxMagnitude
80160C8C,ShrinkWindow_GetPillarboxMagnitude
80160CA0,ShrinkWindow_Init
80160CD4,ShrinkWindow_Destroy
80160CE4,ShrinkWindow_Update
80160D98,ShrinkWindow_Draw
80161180,func_80161180
8016119C,func_8016119C
8016122C,func_8016122C
801612B8,func_801612B8
80161998,func_80161998
80161BAC,func_80161BAC
80161BE0,func_80161BE0
80161C0C,func_80161C0C
80161C20,func_80161C20
80161E4C,func_80161E4C
801620CC,func_801620CC
8016237C,func_8016237C
801623E4,func_801623E4
801624EC,func_801624EC
8016253C,func_8016253C
801629BC,func_801629BC
80162A50,func_80162A50
80162FF8,func_80162FF8
801631DC,func_801631DC
80163334,func_80163334
80163660,func_80163660
80163700,KaleidoManager_FaultAddrConvFunc
80163758,KaleidoManager_LoadOvl
801637B4,KaleidoManager_ClearOvl
80163804,KaleidoManager_Init
8016388C,KaleidoManager_Destroy
801638D8,KaleidoManager_GetRamAddr
801639A0,KaleidoScopeCall_LoadPlayer
801639EC,KaleidoScopeCall_Init
80163A38,KaleidoScopeCall_Destroy
80163A58,KaleidoScopeCall_Update
80163C0C,KaleidoScopeCall_Draw
80163C90,func_80163C90
80163D80,func_80163D80
80163DC0,func_80163DC0
8016418C,func_8016418C
8016424C,func_8016424C
801642D8,func_801642D8
80164438,func_80164438
8016454C,func_8016454C
80164678,func_80164678
801647AC,func_801647AC
801647B8,func_801647B8
801647D0,TransitionFade_Start
8016482C,TransitionFade_Init
80164858,TransitionFade_Destroy
80164864,TransitionFade_Update
801649F4,TransitionFade_Draw
80164A80,TransitionFade_IsDone
80164A8C,TransitionFade_SetColor
80164A98,TransitionFade_SetType
80164AF0,TransitionCircle_Start
80164B40,TransitionCircle_Init
80164B94,TransitionCircle_Destroy
80164BA0,TransitionCircle_Update
80164BD4,TransitionCircle_SetColor
80164BE0,TransitionCircle_SetType
80164C14,func_80164C14
80165044,TransitionCircle_Draw
80165198,TransitionCircle_IsDone
801651B0,func_801651B0
80165224,func_80165224
80165288,func_80165288
8016537C,func_8016537C
80165438,func_80165438
80165444,func_80165444
80165460,func_80165460
80165608,func_80165608
80165630,func_80165630
80165658,func_80165658
8016566C,func_8016566C
80165690,func_80165690
801656A4,func_801656A4
80165DB8,func_80165DB8
80165DCC,func_80165DCC
80165DF0,func_80165DF0
80165E04,func_80165E04
80165E1C,func_80165E1C
80165E7C,func_80165E7C
80165EC0,func_80165EC0
80166060,func_80166060
801660B8,Play_SetFog
8016613C,Play_Fini
801663C4,func_801663C4
80166644,func_80166644
801668B4,func_801668B4
80166968,func_80166968
80166B30,func_80166B30
80167814,func_80167814
80167DE4,func_80167DE4
80167F0C,func_80167F0C
80168090,Play_DrawMain
80168DAC,func_80168DAC
80168F64,Play_Update
801690CC,func_801690CC
80169100,func_80169100
801691F0,func_801691F0
80169220,Play_LoadScene
8016927C,func_8016927C
801692C4,func_801692C4
801693D4,Play_SceneInit
80169474,func_80169474
801694DC,Play_CreateSubCamera
80169584,Play_GetActiveCamId
80169590,Play_CameraChangeStatus
80169600,Play_ClearCamera
80169668,Play_ClearAllSubCameras
801696D4,Play_GetCamera
8016970C,Play_CameraSetAtEye
8016981C,Play_CameraSetAtEyeUp
80169940,Play_CameraSetFov
80169988,Play_CameraSetRoll
801699D4,Play_CopyCamera
80169A50,func_80169A50
80169AC0,Play_CameraChangeSetting
80169AFC,func_80169AFC
80169BC4,Play_CameraGetUID
80169BF8,func_80169BF8
80169C64,Play_GetCsCamDataSetting
80169C84,Play_GetCsCamDataVec3s
80169CBC,Play_GetOriginalSceneId
80169D40,func_80169D40
80169DCC,func_80169DCC
80169E6C,func_80169E6C
80169ECC,func_80169ECC
80169EFC,func_80169EFC
80169F78,func_80169F78
80169FDC,func_80169FDC
80169FFC,func_80169FFC
8016A01C,FrameAdvance_IsEnabled
8016A02C,func_8016A02C
8016A0AC,func_8016A0AC
8016A168,func_8016A168
8016A178,func_8016A178
8016A268,func_8016A268
8016A2C8,Play_Init
8016AC10,func_8016AC10
8016AE1C,func_8016AE1C
8016B278,func_8016B278
8016B4B0,func_8016B4B0
8016C344,func_8016C344
8016CD4C,func_8016CD4C
8016E40C,func_8016E40C
8016EA90,func_8016EA90
8016F1A8,func_8016F1A8
8016F4EC,func_8016F4EC
8016F5A8,func_8016F5A8
8016FC78,func_8016FC78
8016FC98,func_8016FC98
8016FCF0,PreRender_SetValuesSave
8016FD2C,PreRender_Init
8016FD60,PreRender_SetValues
8016FD94,PreRender_Destroy
8016FDB8,func_8016FDB8
8016FF70,func_8016FF70
8016FF90,func_8016FF90
80170200,func_80170200
8017023C,func_8017023C
8017057C,func_8017057C
801705B4,func_801705B4
801705EC,func_801705EC
80170730,func_80170730
80170774,func_80170774
80170798,func_80170798
80170AE0,func_80170AE0
80170B28,func_80170B28
80170B4C,PreRender_AntiAliasAlgorithm
8017160C,PreRender_ApplyAntiAliasingFilter
801716C4,func_801716C4
801717F8,func_801717F8
80171F4C,PreRender_ApplyFilters
80171FA8,PreRender_ApplyFiltersSlowlyInit
80172078,PreRender_ApplyFiltersSlowlyDestroy
801720C4,func_801720C4
801720FC,func_801720FC
80172758,func_80172758
801727F0,THGA_Ct
80172810,THGA_Dt
80172830,THGA_IsCrash
80172850,THGA_Init
80172870,THGA_GetSize
80172890,THGA_GetHead
801728B0,THGA_SetHead
801728D0,THGA_GetTail
801728F0,THGA_AllocStartArray8
80172914,THGA_AllocStart8
80172934,THGA_AllocStart8Wrapper
80172954,THGA_AllocEnd
80172974,THGA_AllocEndArray64
80172998,THGA_AllocEnd64
801729B8,THGA_AllocEndArray16
801729DC,THGA_AllocEnd16
80172A00,THA_GetHead
80172A0C,THA_SetHead
80172A18,THA_GetTail
80172A24,THA_AllocHead
80172A38,THA_AllocHeadByte
80172A58,THA_AllocTail
80172AC8,THA_AllocTailAlign16
80172AE8,THA_AllocTailAlign
80172B04,THA_GetRemaining
80172B18,THA_IsCrash
80172B3C,THA_Reset
80172B58,THA_Init
80172B9C,THA_Destroy
80172BC0,func_80172BC0
80172C30,func_80172C30
80172C68,AudioMgr_HandleRetrace
80172EAC,AudioMgr_HandlePRENMI
80172ED0,AudioMgr_ThreadEntry
80173048,AudioMgr_Unlock
80173074,AudioMgr_Init
80173130,TitleSetup_GameStateResetContext
801732DC,TitleSetup_InitImpl
8017332C,TitleSetup_Destroy
80173338,TitleSetup_Init
80173360,Game_UpdateFramerateVariables
801733A8,Game_SetFramerateDivisor
801733DC,GameState_SetFBFilter
80173534,Game_Nop80173534
80173540,GameState_Draw
80173644,GameState_SetFrameBuffer
801736DC,func_801736DC
80173754,Game_UpdateInput
8017377C,Game_Update
801737E4,Game_IncrementFrameCount
80173810,GameState_InitArena
80173880,GameState_Realloc
80173950,GameState_Init
80173A50,GameState_Destroy
80173B00,GameState_GetNextStateInit
80173B0C,GameState_GetNextStateSize
80173B18,GameState_IsRunning
80173B24,GameState_GetArenaSize
80173B48,func_80173B48
80173BF0,GameAlloc_Log
80173C10,GameAlloc_Malloc
80173C7C,GameAlloc_Free
80173CC8,GameAlloc_Cleanup
80173D18,GameAlloc_Init
80173D30,Graph_FaultClient
80173DAC,Graph_InitTHGA
80173DCC,Graph_SetNextGfxPool
80173F98,Graph_GetNextGameState
80174060,Graph_FaultAddrConvFunc
801740D0,Graph_Init
80174174,Graph_Destroy
801741A8,Graph_TaskSet00
801744AC,Graph_UpdateGame
801744F8,Graph_ExecuteAndDraw
80174868,Graph_Update
801748A0,Graph_ThreadEntry
80174A40,Graph_GfxPlusOne
80174A4C,Graph_BranchDlist
80174A64,Graph_DlistAlloc
80174AA0,ListAlloc_Init
80174AB4,ListAlloc_Alloc
80174B20,ListAlloc_Free
80174BA0,ListAlloc_FreeAll
80174BF0,Main
80174F10,Padmgr_GetControllerBitmask
80174F24,func_80174F24
80174F44,func_80174F44
80174F7C,func_80174F7C
80174F9C,func_80174F9C
80174FD4,PadMgr_LockSerialMesgQueue
80175008,PadMgr_VoiceLockSerialMesgQueue
8017503C,PadMgr_UnlockSerialMesgQueue
8017506C,PadMgr_VoiceUnlockSerialMesgQueue
8017509C,padmgr_LockContData
801750CC,padmgr_UnlockContData
801750FC,PadMgr_UpdateRumble
80175364,PadMgr_RumbleStop
80175434,PadMgr_RumbleReset
8017544C,PadMgr_RumbleSetSingle
80175474,PadMgr_RumbleSet
801754C0,PadMgr_ControllerHasRumblePak
801754E0,Padmgr_CalcStickEdges
801757A4,Padmgr_ParseState
801759BC,func_801759BC
80175AE0,PadMgr_ProcessInputs
80175C80,Padmgr_Update
80175E3C,Padmgr_Stop
80175E68,func_80175E68
80175F98,Padmgr_GetInput
80175FD4,Padmgr_GetInput2
80176010,Padmgr_ThreadEntry
80176194,PadMgr_Init
80176280,Sched_SwapFramebuffer
80176314,Sched_RetraceUpdateFramebuffer
80176364,Sched_HandleReset
80176370,Sched_HandleStop
80176394,Sched_HandleAudioCancel
801764F0,Sched_HandleGfxCancel
8017668C,Sched_QueueTask
801766F0,Sched_Yield
80176748,Sched_TaskCheckFramebuffers
801767B8,Sched_Schedule
801768E0,Sched_TaskUpdateFramebuffer
8017691C,Sched_NotifyDone
80176988,Sched_RunTask
80176B34,Sched_HandleEntry
80176C24,Sched_HandleRetrace
80176CF4,Sched_HandleRSPDone
80176F2C,Sched_HandleRDPDone
80177018,Sched_SendEntryMsg
8017703C,Sched_SendAudioCancelMsg
80177060,Sched_SendGfxCancelMsg
80177084,Sched_FaultClient
8017715C,Sched_ThreadEntry
801772A0,Sched_Init
80177390,func_80177390
801773A0,func_801773A0
801773C4,func_801773C4
801773D0,SpeedMeter_DrawTimeEntries
80177A84,func_80177A84
80177AC8,func_80177AC8
80177E58,SpeedMeter_DrawAllocEntries
801780F0,func_801780F0
801781EC,func_801781EC
8017842C,func_8017842C
80178750,func_80178750
80178818,func_80178818
80178978,func_80178978
801789D4,func_801789D4
801789EC,SysCfb_GetFbPtr
80178A14,SysCfb_GetZBuffer
80178A24,func_80178A24
80178A34,func_80178A34
80178A94,func_80178A94
80178AC0,func_80178AC0
80178C80,func_80178C80
80178D7C,func_80178D7C
80178DAC,func_80178DAC
80178E3C,func_80178E3C
80178E7C,func_80178E7C
80178F30,Check_WriteRGBA16Pixel
80178F60,Check_WriteI4Pixel
80178FA0,Check_DrawI4Texture
80179090,Check_ClearRGBA16
8017910C,Check_DrawExpansionPakErrorMessage
801791CC,Check_DrawRegionLockErrorMessage
80179260,Check_ExpansionPak
801792A4,Check_RegionIsSupported
80179300,func_80179300
80179400,func_80179400
801794C4,pow_int
801794EC,sin_rad
80179540,cos_rad
80179594,Rand_ZeroFloat
801795C0,randPlusMinusPoint5Scaled
801795F0,Math3D_Normalize
80179678,Math3D_PlaneVsLineSegClosestPoint
80179798,func_80179798
80179A44,func_80179A44
80179B34,func_80179B34
80179B94,func_80179B94
80179D74,func_80179D74
80179DF0,Math3D_ScaleAndAdd
80179E3C,Math3D_Lerp
80179E88,Math3D_Parallel
80179EAC,Math3D_AngleBetweenVectors
80179F64,func_80179F64
8017A038,Math3D_XZBoundCheck
8017A09C,func_8017A09C
8017A1D0,func_8017A1D0
8017A304,func_8017A304
8017A438,func_8017A438
8017A5F8,Math3D_XZLengthSquared
8017A610,Math3D_XZLength
8017A634,Math3D_XZDistanceSquared
8017A678,Math3D_XZDistance
8017A6A8,Math3D_LengthSquared
8017A6D4,Math3D_Vec3fMagnitude
8017A6F8,Math3D_Vec3fDistSq
8017A720,Math3D_Distance
8017A740,Math3D_DistanceS
8017A7B8,func_8017A7B8
8017A7F8,func_8017A7F8
8017A838,func_8017A838
8017A878,Math3D_CrossProduct
8017A8EC,Math3D_SurfaceNorm
8017A954,Math3D_PointRelativeToCubeFaces
8017AA0C,Math3D_PointRelativeToCubeEdges
8017ABBC,Math3D_PointRelativeToCubeVertices
8017AD38,Math3D_LineVsCube
8017B68C,func_8017B68C
8017B7F8,func_8017B7F8
8017B884,Math3D_UnitNormalVector
8017B998,Math3D_SignedDistanceFromPlane
8017B9D8,func_8017B9D8
8017BA14,Math3D_UDistPlaneToPos
8017BA4C,Math3D_DistPlaneToPos
8017BAD0,Math3D_TriChkPointParaYDist
8017BD98,func_8017BD98
8017BDE0,func_8017BDE0
8017BE30,Math3D_TriChkPointParaYIntersectDist
8017BEE0,Math3D_TriChkPointParaYIntersectInsideTri
8017BF8C,func_8017BF8C
8017C008,Math3D_TriChkLineSegParaYIntersect
8017C17C,func_8017C17C
8017C1F0,func_8017C1F0
8017C494,Math3D_TriChkPointParaYIntersectInsideTri2
8017C540,Math3D_TriChkPointParaXDist
8017C808,func_8017C808
8017C850,Math3D_TriChkPointParaXIntersect
8017C904,func_8017C904
8017C980,Math3D_TriChkLineSegParaXIntersect
8017CB08,func_8017CB08
8017CB7C,Math3D_TriChkLineSegParaZDist
8017CEA8,func_8017CEA8
8017CEF0,Math3D_TriChkPointParaZIntersect
8017CFA4,func_8017CFA4
8017D020,Math3D_TriChkLineSegParaZIntersect
8017D1AC,func_8017D1AC
8017D220,func_8017D220
8017D2FC,Math3D_LineSegVsPlane
8017D404,func_8017D404
8017D568,Math3D_TriSetCoords
8017D618,Math3D_IsPointInSphere
8017D668,Math3D_PointDistToLine2D
8017D7C0,func_8017D7C0
8017D814,func_8017D814
8017D91C,func_8017D91C
8017DA24,func_8017DA24
8017DB2C,Math3D_LineVsSph
8017DD34,func_8017DD34
8017DE74,Math3D_ColSphereTri
8017E294,func_8017E294
8017E350,func_8017E350
8017ED20,Math3D_ColCylinderTri
8017F1A0,func_8017F1A0
8017F1C0,Math3D_SphVsSph
8017F1E0,Math3D_ColSphereSphereIntersect
8017F200,Math3D_ColSphereSphereIntersectAndDistance
8017F2CC,Math3D_ColSphereCylinderDistance
8017F2EC,Math3D_ColSphereCylinderDistanceAndAmount
8017F45C,Math3D_ColCylinderCylinderAmount
8017F47C,Math3D_ColCylinderCylinderAmountAndDistance
8017F64C,Math3d_ColTriTri
8017F9C0,Math3D_XZInSphere
8017FA34,Math3D_XYInSphere
8017FAA8,Math3D_YZInSphere
8017FB1C,func_8017FB1C
8017FD44,func_8017FD44
8017FEB0,Math_GetAtan2Tbl
8017FEE4,Math_Atan2S
801800CC,Math_Atan2F
80180100,Math_Atan2S_XY
8018012C,Math_Atan2F_XY
80180160,Matrix_Init
8018019C,Matrix_Push
801801CC,Matrix_Pop
801801E8,Matrix_Get
8018020C,Matrix_Put
80180234,Matrix_GetCurrent
80180244,Matrix_Mult
8018029C,Matrix_Translate
8018039C,Matrix_Scale
80180478,Matrix_RotateXS
80180610,Matrix_RotateXF
801807B8,Matrix_RotateXFApply
80180900,Matrix_RotateXFNew
801809AC,Matrix_RotateYS
80180B48,Matrix_RotateYF
80180CF8,Matrix_RotateZS
80180E90,Matrix_RotateZF
8018103C,Matrix_RotateZYX
801812FC,Matrix_TranslateRotateZYX
80181650,Matrix_SetTranslateRotateYXZ
801817FC,Matrix_MtxFToMtx
80181A18,Matrix_ToMtx
80181A40,Matrix_NewMtx
